"address","_c1","rank"
"003XX W 72 ST","6","45125"
"045XX S LA CROSSE AV","6","45125"
"108XX S PERRY AV","6","45125"
"022XX W ST PAUL AV","6","45125"
"004XX N UNION AV","6","45125"
"035XX N ORIOLE AV","6","45125"
"039XX S SACRAMENTO AV","6","45125"
"052XX S NORMANDY AV","6","45125"
"001XX E 122 PL","6","45125"
"060XX S MONITOR AV","6","45125"
"090XX S EGGLESTON AVE","6","45125"
"047XX N KEATING AV","6","45125"
"083XX S DR MARTN LUTHR KING JR DR","6","45125"
"082XX S KILPATRICK AVE","6","45125"
"051XX S LOTUS AV","6","45125"
"001XX S MAPLEWOOD AVE","6","45125"
"074XX N KEDZIE AVE","6","45125"
"005XX S OAKLEY BL","6","45125"
"028XX W CULLOM AV","6","45125"
"057XX S KILPATRICK AVE","6","45125"
"037XX N ORIOLE AV","6","45125"
"025XX W BIRCHWOOD AV","6","45125"
"072XX W DEVON AV","6","45125"
"037XX N DAMEN AV","6","45125"
"023XX W 87 ST","6","45125"
"025XX W 79 PL","6","45125"
"025XX S PRAIRIE AV","6","45125"
"025XX E 98 ST","6","45125"
"013XX E 94TH ST","6","45125"
"023XX W LELAND AV","6","45125"
"001XX W 23RD ST","6","45125"
"041XX N MAJOR AV","6","45125"
"001XX W 24TH ST","6","45125"
"107XX S HOMAN AV","6","45125"
"036XX W AUGUSTA BV","6","45125"
"002XX S KEDZIE AV","6","45125"
"002XX S WACKER RAMP","6","45125"
"044XX N MERRIMAC AV","6","45125"
"003XX E 94TH ST","6","45125"
"017XX W WASHINGTON BV","6","45125"
"045XX W HADDON AV","6","45125"
"003XX W 91 PL","6","45125"
"060XX N LEADER AV","6","45125"
"038XX W 42 ST","6","45125"
"046XX W 31ST ST OVERPASS","6","45125"
"004XX N OGDEN AV","6","45125"
"004XX W 37 ST","6","45125"
"032XX W BARRY AV","6","45125"
"005XX E 32ND PL","6","45125"
"067XX S NORMAL BL","6","45125"
"0000X W H3 ST","6","45125"
"019XX E 86 ST","6","45125"
"021XX W SUMMERDALE AV","6","45125"
"031XX W 107 ST","6","45125"
"092XX S MARSHFIELD AV","6","45125"
"021XX W WARNER AV","6","45125"
"005XX W 109TH ST","6","45125"
"031XX N BELMONT HARBOR ACCESS RD","6","45125"
"021XX W WEBSTER AV","6","45125"
"017XX S BLUE ISLAND AVE","6","45125"
"030XX W 38 ST","6","45125"
"022XX N GREENVIEW AV","6","45125"
"037XX W 50TH PL","6","45125"
"006XX W 76 ST","6","45125"
"069XX N LEOTI AVE","6","45125"
"063XX W HIGHLAND AV","6","45125"
"001XX E 25TH ST","6","45125"
"086XX S RHODES AV","6","45125"
"086XX S HOLLAND RD","6","45125"
"029XX N OAK PARK AV","6","45125"
"051XX S MONITOR AV","6","45125"
"052XX S AUSTIN AV","6","45125"
"028XX W 83 ST","6","45125"
"083XX S JEFFERY BL","6","45125"
"022XX S FRANKLIN EXT RYAN ER OB","6","45125"
"0000X S KILBOURN AV","6","45125"
"058XX N MELVINA AV","6","45125"
"080XX S KOLIN AV","6","45125"
"027XX W 70 ST","6","45125"
"009XX W 96TH ST","6","45125"
"010XX W RANDOLPH SD","6","45125"
"026XX W MAYPOLE AV","6","45125"
"026XX W 82 ST","6","45125"
"015XX E HARPER CT","6","45125"
"026XX W 115TH ST","6","45125"
"055XX N OVERHILL AVE","6","45125"
"042XX W PETERSON AV","6","45125"
"055XX S MARYLAND AVE","6","45125"
"025XX W CULLOM AV","6","45125"
"038XX W AUGUSTA BV","6","45125"
"005XX W 27 ST","6","45125"
"051XX S NEWLAND AV","6","45125"
"037XX S RACINE AVE","6","45125"
"002XX S HAMILTON AV","6","45125"
"012XX E 57 ST","6","45125"
"049XX N MONT CLARE AV","6","45125"
"008XX E 51 ST","6","45125"
"001XX W 46TH ST","6","45125"
"061XX S NATCHEZ AV","6","45125"
"044XX S KEELER AV","6","45125"
"042XX W 42 ST","6","45125"
"023XX W 70 ST","6","45125"
"003XX E 136 PL","6","45125"
"069XX N OZANAM AVE","6","45125"
"058XX N KILBOURN AV","6","45125"
"035XX N NEVA AV","6","45125"
"006XX W 86TH ST","6","45125"
"037XX W 66 PL","6","45125"
"054XX S CICERO AV","6","45125"
"052XX N WINCHESTER AV","6","45125"
"027XX S THROOP ST","6","45125"
"029XX W 26 ST","6","45125"
"093XX S EMERALD AV","6","45125"
"026XX W 106 ST","6","45125"
"080XX S HOYNE AV","6","45125"
"032XX W 66 ST","6","45125"
"052XX N MONITOR AVE","6","45125"
"045XX N KASSON AV","6","45125"
"060XX S DORCHESTER AV","6","45125"
"031XX N NEW ENGLAND AV","6","45125"
"101XX S INDIANAPOLIS AV","6","45125"
"052XX S LATROBE AV","6","45125"
"025XX E 99 ST","6","45125"
"058XX W MIDWAY PK","6","45125"
"086XX S KOLIN AV","6","45125"
"033XX N BELMONT HARBOR DR","6","45125"
"039XX N NEWLAND AV","6","45125"
"042XX N MOODY AV","6","45125"
"059XX S KOLIN AV","6","45125"
"071XX S WALLACE ST","6","45125"
"067XX N LEOTI AV","6","45125"
"069XX S HOYNE AV","6","45125"
"049XX N KEELER AV","6","45125"
"106XX S HARDING AVE","6","45125"
"039XX W SCHUBERT AV","6","45125"
"0000X S LAKEFRONT DR","6","45125"
"005XX N WOLCOTT AV","6","45125"
"097XX S STONY ISLAND AVE","6","45125"
"057XX N CALIFORNIA AV","6","45125"
"106XX S DRAKE AVE","6","45125"
"100XX S CAMPBELL AV","6","45125"
"074XX W WAVELAND AVE","6","45125"
"060XX S MAJOR AV","6","45125"
"031XX W 15 PL","6","45125"
"027XX N MONT CLARE AV","6","45125"
"032XX S BELL AV","6","45125"
"122XX S LAFLIN ST","6","45125"
"066XX N LORON AVE","6","45125"
"116XX S CAMPBELL AV","6","45125"
"125XX S EGGLESTON AV","6","45125"
"037XX N OSCEOLA AV","6","45125"
"005XX E 77 ST","6","45125"
"016XX S UNION AV","6","45125"
"100XX S ST LAWRENCE AV","6","45125"
"059XX W ESTES AVE","6","45125"
"030XX N LECLAIRE AV","6","45125"
"077XX S MAPLEWOOD AVE","6","45125"
"047XX S CENTRAL PARK AVE","6","45125"
"047XX S LAWLER AV","6","45125"
"060XX N MASON AV","6","45125"
"019XX W JACKSON BV","6","45125"
"058XX N OCONTO AV","6","45125"
"077XX W TOUHY AV","6","45125"
"011XX W 98TH ST","6","45125"
"018XX N NORDICA AV","6","45125"
"057XX S HAMILTON AV","6","45125"
"055XX S PARKSIDE AV","6","45125"
"065XX N KEDZIE AV","6","45125"
"013XX E 64 ST","6","45125"
"078XX S RHODES AV","6","45125"
"032XX N OCONTO AV","6","45125"
"104XX S INDIANAPOLIS AV","6","45125"
"023XX N MC VICKER AV","6","45125"
"050XX S LACROSSE AV","6","45125"
"057XX N FRANCISCO AV","6","45125"
"002XX N LAKE SHORE DR SB","6","45125"
"054XX N RAVENSWOOD AV","6","45125"
"064XX S NOTTINGHAM AVE","6","45125"
"088XX S MANISTEE AVE","6","45125"
"044XX W 57TH ST","6","45125"
"048XX S KILDARE AV","6","45125"
"017XX E 122ND ST","6","45125"
"074XX W ROSCOE ST","6","45125"
"026XX W GRANVILLE AV","6","45125"
"048XX W BRYN MAWR AVE","6","45125"
"010XX W WELLINGTON AV","6","45125"
"043XX W WELLINGTON AVE","6","45125"
"117XX S FRONT AV","6","45125"
"043XX W 57TH ST","6","45125"
"021XX S EMERALD AVE","6","45125"
"054XX N NEW ENGLAND AV","6","45125"
"034XX E 108TH ST","6","45125"
"066XX W MONTROSE AVE","6","45125"
"057XX N CENTRAL PARK AV","6","45125"
"067XX N OLIPHANT AV","6","45125"
"025XX N FAIRFIELD AV","6","45125"
"005XX E 112 ST","6","45125"
"131XX S MACKINAW AV","6","45125"
"029XX W JACKSON BV","6","45125"
"015XX W 50 ST","6","45125"
"025XX N WAYNE AV","6","45125"
"085XX S SAWYER AVE","6","45125"
"067XX W HIGGINS AV","6","45125"
"023XX W BIRCHWOOD AV","6","45125"
"092XX S PLEASANT AV","6","45125"
"036XX N KILBOURN AV","6","45125"
"035XX W 30 ST","6","45125"
"024XX S PRAIRIE AV","6","45125"
"040XX W PARKER AV","6","45125"
"025XX W 15TH ST","6","45125"
"038XX N HOYNE AV","6","45125"
"083XX W GRACE ST","6","45125"
"070XX W 65TH ST","6","45125"
"008XX N KILPATRICK AV","6","45125"
"094XX S COTTAGE GROVE AV","6","45125"
"024XX W 105TH ST","6","45125"
"053XX S NEWLAND AV","6","45125"
"008XX S ST LOUIS AV","6","45125"
"050XX N HAMLIN AV","6","45125"
"050XX S KARLOV AV","6","45125"
"004XX W 109 ST","6","45125"
"094XX S LOWE AV","6","45125"
"004XX W 56 ST","6","45125"
"050XX N KEDVALE AV","6","45125"
"055XX S KILPATRICK AV","6","45125"
"027XX N KILDARE AV","6","45125"
"081XX S KENNETH AV","6","45125"
"026XX W 15 ST","6","45125"
"011XX W 120TH ST","6","45125"
"032XX N LAKE SHORE DR SB","6","45125"
"031XX N WASHTENAW AV","6","45125"
"046XX N RESERVE AVE","6","45125"
"078XX W FOSTER AVE","6","45125"
"023XX N NAGLE AV","6","45125"
"046XX N LAKE SHORE DR","6","45125"
"059XX N FAIRFIELD AV","6","45125"
"036XX S WASHTENAW AV","6","45125"
"112XX S ASHLAND AVE","6","45125"
"039XX N HAMLIN AV","6","45125"
"032XX S LAKE SHORE DR","6","45125"
"008XX N AUSTIN AV","6","45125"
"005XX W 118 ST","6","45125"
"101XX S WASHTENAW AV","6","45125"
"015XX W 64 ST","6","45125"
"034XX W 53 ST","6","45125"
"043XX W SUNNYSIDE AV","6","45125"
"057XX S MONITOR AV","6","45125"
"046XX N LECLAIRE AV","6","45125"
"033XX N NOTTINGHAM AV","6","45125"
"011XX W 122 ST","6","45125"
"084XX S GREEN BAY AV","6","45125"
"005XX W 75 ST","6","45125"
"046XX N FRANCISCO AV","6","45125"
"035XX W OGDEN SD","6","45125"
"016XX W 42ND ST","6","45125"
"013XX E 56 ST","6","45125"
"002XX W 28 PL","6","45125"
"040XX N LOWELL AV","6","45125"
"056XX S HARPER AV","6","45125"
"044XX W 52ND ST","6","45125"
"046XX N KARLOV AV","6","45125"
"029XX N MC VICKER AV","6","45125"
"026XX W NORTH SHORE AV","6","45125"
"013XX S ST LOUIS AV","6","45125"
"083XX S ESSEX AV","6","45125"
"098XX S CALUMET AV","6","45125"
"005XX W 57 PL","6","45125"
"030XX N RUTHERFORD AV","6","45125"
"053XX W CULLOM AV","6","45125"
"059XX N SAUGANASH LA","6","45125"
"038XX N PARKVIEW TER","6","45125"
"056XX N LAS CASAS AVE","6","45125"
"019XX N LECLAIRE AV","6","45125"
"005XX W 42 ST","6","45125"
"023XX N LAKE SHORE DR SB","6","45125"
"023XX W 80 PL","6","45125"
"058XX N NICOLET AVE","6","45125"
"081XX S CHRISTIANA AV","6","45125"
"022XX W 116TH PL","6","45125"
"076XX S HARVARD AV","6","45125"
"041XX W 78 ST","6","45125"
"008XX N TROY ST","6","45125"
"065XX N WINTHROP AV","6","45125"
"023XX W 118TH ST","6","45125"
"044XX N KASSON AV","6","45125"
"061XX S TRIPP AV","6","45125"
"046XX S PACKERS AVE","6","45125"
"054XX S NORDICA AV","6","45125"
"023XX N LECLAIRE AV","6","45125"
"061XX S HOYNE AVE","6","45125"
"040XX S PACKERS AVE","6","45125"
"073XX S FRANCISCO AV","6","45125"
"004XX S LAKE SHORE DR SB","6","45125"
"028XX N MCVICKER AV","6","45125"
"036XX N LOTUS AV","6","45125"
"024XX S MARSHALL BV","6","45125"
"099XX S EGGLESTON AV","6","45125"
"050XX N CENTRAL PARK AV","6","45125"
"051XX W FOSTER AV","6","45125"
"055XX N WAYNE AV","6","45125"
"043XX S KARLOV AV","6","45125"
"035XX N OLCOTT AV","6","45125"
"022XX W 66TH ST","6","45125"
"034XX N NEENAH AV","6","45125"
"031XX S CALUMET AV","6","45125"
"049XX S CALIFORNIA AV","6","45125"
"036XX W 86 ST","6","45125"
"027XX S HILLOCK AV","6","45125"
"005XX E 107 ST","6","45125"
"065XX N OXFORD AV","6","45125"
"013XX S HEATH AV","6","45125"
"036XX W 72ND ST","6","45125"
"028XX W SUMMERDALE AV","6","45125"
"029XX N RUTHERFORD AV","6","45125"
"008XX E 107TH ST","6","45125"
"033XX N MARMORA AVE","6","45125"
"0000X W 33 ST","6","45125"
"068XX S KOLIN AV","6","45125"
"052XX N LAKE SHORE DR SB","6","45125"
"018XX E 72ND PL","6","45125"
"020XX W 107TH ST","6","45125"
"021XX E 97 PL","6","45125"
"023XX W 96TH ST","6","45125"
"025XX W 104TH PL","6","45125"
"073XX N HAMILTON AV","6","45125"
"058XX N WASHTENAW AV","6","45125"
"004XX W 24 ST","6","45125"
"114XX S PARNELL AV","6","45125"
"069XX N LEHIGH AVE","6","45125"
"085XX S LAWNDALE AVE","6","45125"
"055XX N CHESTER AV","6","45125"
"001XX E 29TH ST","6","45125"
"078XX W ARDMORE AVE","6","45125"
"073XX N CLAREMONT AV","6","45125"
"113XX S LAWNDALE AVE","6","45125"
"082XX S LAFAYETTE AV","6","45125"
"034XX W THORNDALE AVE","6","45125"
"022XX W ANSON PL","6","45125"
"011XX N AUSTIN AV","6","45125"
"076XX S HAMILTON AV","6","45125"
"013XX S CLAREMONT AV","6","45125"
"069XX W BARRY AV","6","45125"
"019XX E 82ND ST","6","45125"
"059XX W BELDEN AV","6","45125"
"030XX W PALMER ST","6","45125"
"028XX N GREENVIEW AV","6","45125"
"065XX N ALGONQUIN AVE","6","45125"
"082XX S COLFAX AV","6","45125"
"029XX N LAKEWOOD AV","6","45125"
"066XX N RAVENSWOOD AV","6","45125"
"076XX W CORNELIA AVE","6","45125"
"076XX W HOWARD ST","6","45125"
"015XX W SUNNYSIDE AV","6","45125"
"073XX W PRATT AV","6","45125"
"044XX N KNOX AVE","6","45125"
"016XX W 103 ST","6","45125"
"013XX E MADISON AVENUE PK","6","45125"
"036XX N ODELL AV","6","45125"
"044XX N MOODY AV","6","45125"
"050XX N CICERO AV","6","45125"
"110XX S MILLARD AV","6","45125"
"118XX S GREEN ST","6","45125"
"110XX S BELL AV","6","45125"
"045XX W WELLINGTON AV","6","45125"
"008XX W 52 ST","6","45125"
"002XX E 119 ST","6","45125"
"049XX W MONTROSE AV","6","45125"
"019XX W BRYN MAWR AV","6","45125"
"001XX E 102ND ST","6","45125"
"053XX S FEDERAL ST","6","45125"
"036XX S RACINE AVE","6","45125"
"039XX W 58 ST","6","45125"
"107XX S SPRINGFIELD AVE","6","45125"
"056XX W SEMINOLE ST","6","45125"
"128XX S MANISTEE AV","6","45125"
"109XX S CAMPBELL AV","6","45125"
"055XX S MULLIGAN AV","5","46507"
"029XX N LOCKWOOD AV","5","46507"
"020XX W AUGUSTA BL","5","46507"
"033XX E 136 ST","5","46507"
"031XX W FRANKLIN BV","5","46507"
"066XX N SIOUX AV","5","46507"
"010XX W 47 PL","5","46507"
"019XX W 94TH ST","5","46507"
"004XX W 125 PL","5","46507"
"019XX W PATTERSON AV","5","46507"
"004XX E 89 ST","5","46507"
"015XX W 41ST ST","5","46507"
"101XX S HARDING AVE","5","46507"
"012XX W DIVERSEY PW","5","46507"
"061XX N NETTLETON AVE","5","46507"
"040XX W EASTWOOD AV","5","46507"
"044XX W 31 ST","5","46507"
"007XX S RACINE AV","5","46507"
"081XX S MOZART ST","5","46507"
"040XX N SPAULDING AV","5","46507"
"029XX N WOLCOTT AV","5","46507"
"023XX N HOYNE AV","5","46507"
"031XX E 83RD PL","5","46507"
"012XX W TOUHY AV","5","46507"
"108XX S CAMPBELL AV","5","46507"
"041XX S DR MARTIN LUTHER KING JR SD","5","46507"
"018XX W 117TH ST","5","46507"
"043XX N LARAMIE AV","5","46507"
"030XX W BELLE PLAINE AV","5","46507"
"054XX N CANFIELD AV","5","46507"
"045XX S NORMAL AV","5","46507"
"084XX W WINDSOR AV","5","46507"
"046XX N LONG AV","5","46507"
"035XX W 27 ST","5","46507"
"038XX N NORMANDY AVE","5","46507"
"051XX W LELAND AVE","5","46507"
"041XX N MASON AV","5","46507"
"048XX S LAKE SHORE DR NB","5","46507"
"036XX W 13 ST","5","46507"
"085XX S DAMEN AV","5","46507"
"025XX N SAYRE AV","5","46507"
"095XX S AVALON AV","5","46507"
"031XX W 58 ST","5","46507"
"038XX N SPRINGFIELD AV","5","46507"
"061XX W BARRY AV","5","46507"
"083XX S JEFFERY AV","5","46507"
"039XX W 82 PL","5","46507"
"028XX W EASTWOOD AV","5","46507"
"064XX W 64 PL","5","46507"
"013XX W 49 ST","5","46507"
"039XX N SAYRE AV","5","46507"
"034XX W WASHINGTON BL","5","46507"
"093XX S CREGIER AV","5","46507"
"038XX W 80 ST","5","46507"
"013XX W 88 ST","5","46507"
"040XX S COTTAGE GROVE AV","5","46507"
"013XX S RACINE AV","5","46507"
"009XX N KEDZIE AV","5","46507"
"059XX S NARRAGANSETT AV","5","46507"
"050XX N OAK PARK AV","5","46507"
"043XX W 52ND ST","5","46507"
"016XX W 91 ST","5","46507"
"057XX W CARMEN AVE","5","46507"
"053XX N LATROBE AV","5","46507"
"028XX W 83 PL","5","46507"
"053XX S MULLIGAN AV","5","46507"
"011XX W 96 ST","5","46507"
"064XX N NEVA AVE","5","46507"
"009XX E 64TH ST","5","46507"
"032XX N LAKEWOOD AV","5","46507"
"053XX N FRANCISCO AV","5","46507"
"014XX N STATE PW","5","46507"
"025XX W 109 PL","5","46507"
"093XX S BEVERLY AVE","5","46507"
"008XX W 40 ST","5","46507"
"008XX W 18 ST","5","46507"
"078XX S NORMAL AV","5","46507"
"014XX S SACRAMENTO AV","5","46507"
"116XX S DOTY AVE E","5","46507"
"028XX N TRIPP AV","5","46507"
"063XX N GREENVIEW AV","5","46507"
"040XX W 43RD ST","5","46507"
"109XX S PERRY AV","5","46507"
"015XX E 98TH PL","5","46507"
"038XX W SUNNYSIDE AV","5","46507"
"015XX N CHERRY AVE","5","46507"
"020XX S SAWYER AVE","5","46507"
"043XX W BYRON ST","5","46507"
"060XX S NARRAGANSETT AV","5","46507"
"044XX W 60TH ST","5","46507"
"035XX W 71 ST","5","46507"
"035XX W 85 PL","5","46507"
"043XX N LOCKWOOD AV","5","46507"
"028XX N MONT CLARE AV","5","46507"
"027XX S WABASH AV","5","46507"
"027XX N MELVINA AV","5","46507"
"036XX N NOTTINGHAM AV","5","46507"
"064XX S WALLACE ST","5","46507"
"026XX N NORMANDY AV","5","46507"
"025XX W ARDMORE AV","5","46507"
"025XX W 100TH PL","5","46507"
"001XX E 21 ST","5","46507"
"024XX W JARVIS AV","5","46507"
"116XX S PERRY AV","5","46507"
"069XX S ANTHONY AV","5","46507"
"041XX W 56 PL","5","46507"
"069XX W 60 ST","5","46507"
"099XX S ESCANABA AV","5","46507"
"049XX S LECLAIRE AV","5","46507"
"023XX E 72 ST","5","46507"
"038XX N ODELL AV","5","46507"
"001XX W 62 ST","5","46507"
"041XX N SPRINGFIELD AV","5","46507"
"022XX W 70TH ST","5","46507"
"047XX W 85TH ST","5","46507"
"037XX N LINDER AV","5","46507"
"021XX S UNION AV","5","46507"
"053XX N NASHVILLE AV","5","46507"
"040XX W 58 ST","5","46507"
"075XX N MILWAUKEE AV","5","46507"
"040XX N NASHVILLE AV","5","46507"
"040XX N KOSTNER AV","5","46507"
"002XX N SACRAMENTO BL","5","46507"
"018XX W WINNEMAC AV","5","46507"
"098XX S PARNELL AV","5","46507"
"018XX W PATTERSON AV","5","46507"
"008XX E 77 ST","5","46507"
"018XX N NEWCASTLE AV","5","46507"
"018XX N HARLEM AV","5","46507"
"096XX S AVALON AV","5","46507"
"003XX E 77 ST","5","46507"
"008XX E 111 ST","5","46507"
"040XX N BELL AV","5","46507"
"015XX W 21ST PL","5","46507"
"045XX S LARAMIE AV","5","46507"
"014XX S ABERDEEN ST","5","46507"
"082XX S SOUTH CHICAGO","5","46507"
"106XX S CALIFORNIA AVE","5","46507"
"083XX S KOMENSKY AV","5","46507"
"083XX W BERWYN AV","5","46507"
"104XX S ELIZABETH ST","5","46507"
"012XX W RACE AV","5","46507"
"104XX S DR MARTN LUTHR KING JR DR","5","46507"
"104XX S CLAREMONT AV","5","46507"
"086XX W SUNNYSIDE AVE","5","46507"
"089XX S JEFFERY AV","5","46507"
"055XX N LYNCH AV","5","46507"
"037XX W 70 ST","5","46507"
"009XX W 89TH ST","5","46507"
"058XX W PATTERSON AV","5","46507"
"058XX W WARWICK AV","5","46507"
"034XX N KNOX AV","5","46507"
"059XX N NAVARRE AV","5","46507"
"059XX S CENTRAL AV","5","46507"
"059XX S DAN RYAN LOCAL IB","5","46507"
"060XX N MC LEOD AVE","5","46507"
"129XX S MARQUETTE AV","5","46507"
"030XX W DOUGLAS DR","5","46507"
"003XX E WACKER RAMP","5","46507"
"031XX E 79 ST","5","46507"
"003XX E 99TH ST","5","46507"
"060XX W 62ND ST","5","46507"
"004XX W 99 PL","5","46507"
"003XX W 69 ST","5","46507"
"076XX S WENTWORTH AV","5","46507"
"031XX W HIRSCH ST","5","46507"
"031XX W SHERWIN AVE","5","46507"
"060XX N CENTRAL PARK AV","5","46507"
"026XX N LAKEWOOD AV","5","46507"
"026XX E 100 ST","5","46507"
"059XX S DORCHESTER AV","5","46507"
"025XX W 16 ST","5","46507"
"032XX W 48 PL","5","46507"
"047XX W FOSTER AV","5","46507"
"122XX S CARONDOLET AVE","5","46507"
"032XX W CULLOM AV","5","46507"
"033XX E 83RD ST","5","46507"
"058XX W WILSON AV","5","46507"
"049XX S LA CROSSE AV","5","46507"
"084XX S LA SALLE ST","5","46507"
"033XX W PETERSON AV","5","46507"
"035XX N HERMITAGE AV","5","46507"
"057XX S KOLMAR AV","5","46507"
"035XX N LAKEWOOD AV","5","46507"
"065XX S KILBOURN AV","5","46507"
"035XX W 105 PL","5","46507"
"050XX S LAKE SHORE W DR","5","46507"
"001XX E 83 ST","5","46507"
"036XX W 109TH ST","5","46507"
"113XX S WASHTENAW AV","5","46507"
"056XX S TRIPP AV","5","46507"
"036XX W BELDEN AV","5","46507"
"001XX S LARAMIE AV","5","46507"
"037XX N WOLCOTT AV","5","46507"
"093XX S HAMILTON AV","5","46507"
"056XX N NORTHWEST HW","5","46507"
"048XX N TRIPP AV","5","46507"
"038XX E 105TH ST","5","46507"
"038XX N LOWELL AV","5","46507"
"038XX S HERMITAGE AV","5","46507"
"038XX W 62 PL","5","46507"
"107XX S LOWE AV","5","46507"
"020XX S CENTRAL PARK AVE","5","46507"
"068XX W ARMITAGE AV","5","46507"
"020XX E 90TH ST","5","46507"
"069XX W FOSTER AV","5","46507"
"013XX W 48 ST","5","46507"
"039XX W 32 ST","5","46507"
"003XX W OAKDALE AV","5","46507"
"039XX W 65 PL","5","46507"
"040XX N RIDGEWAY AV","5","46507"
"014XX W 116TH ST","5","46507"
"105XX S DAUPHIN AVE","5","46507"
"045XX N KILDARE AV","5","46507"
"102XX S ALBANY AVE","5","46507"
"049XX N NEENAH AV","5","46507"
"071XX S KIMBARK AVE","5","46507"
"017XX W 101 PL","5","46507"
"013XX W FOSTER AV","5","46507"
"008XX E 71 ST","5","46507"
"101XX S PROSPECT AV","5","46507"
"072XX S CICERO AV","5","46507"
"081XX S ELLIOTT AVE","5","46507"
"015XX W GARFIELD BV","5","46507"
"015XX W CULLOM AV","5","46507"
"077XX S WALLACE ST","5","46507"
"007XX S HOLDEN CT","5","46507"
"093XX S WESTERN AV","5","46507"
"004XX W 46 ST","5","46507"
"044XX N KILDARE AV","5","46507"
"086XX S TRIPP AV","5","46507"
"0000X N WOLCOTT AVE","5","46507"
"062XX N RIDGE AV","5","46507"
"076XX W SUMMERDALE AV","5","46507"
"006XX N OAKLEY BL","5","46507"
"059XX S WELLS ST","5","46507"
"004XX S KILDARE AV","5","46507"
"016XX E 84 PL","5","46507"
"040XX N HOYNE AV","5","46507"
"084XX S LOOMIS ST","5","46507"
"084XX S KILBOURN AV","5","46507"
"082XX S YATES AV","5","46507"
"081XX S TALMAN AV","5","46507"
"045XX S KEDVALE AV","5","46507"
"001XX N OAKLEY BL","5","46507"
"042XX N CUMBERLAND AVE","5","46507"
"044XX N LAMON AV","5","46507"
"080XX S KILBOURN AV","5","46507"
"043XX S TRUMBULL AV","5","46507"
"024XX S FRANCISCO AV","5","46507"
"059XX N GREENVIEW AV","5","46507"
"024XX W BERENICE AV","5","46507"
"012XX W 62 ST","5","46507"
"066XX N ALGONQUIN AVE","5","46507"
"066XX S KEELER AV","5","46507"
"112XX S DRAKE AV","5","46507"
"058XX N CALDWELL AVE","5","46507"
"026XX N GENEVA TER","5","46507"
"026XX W 102 ST","5","46507"
"011XX W 123RD ST","5","46507"
"110XX S HAMLIN AV","5","46507"
"057XX N MELVINA AV","5","46507"
"110XX S DR MARTN LUTHR KING JR DR","5","46507"
"027XX W 21 ST","5","46507"
"003XX S CENTRAL PARK AVE","5","46507"
"027XX W RIVERVIEW PKWY","5","46507"
"027XX W WILSON AV","5","46507"
"067XX W BLOOMINGDALE AVE","5","46507"
"029XX S KEDVALE AVE","5","46507"
"061XX S NOTTINGHAM AVE","5","46507"
"055XX W DEVON AV","5","46507"
"055XX S CENTRAL PARK AVE","5","46507"
"010XX W 62 ST","5","46507"
"054XX W FOSTER AV","5","46507"
"012XX W 78 PL","5","46507"
"019XX W BERWYN AV","5","46507"
"030XX N NEVA AV","5","46507"
"104XX S BENSLEY AV","5","46507"
"003XX E 74 ST","5","46507"
"030XX W 82ND ST","5","46507"
"129XX S INDIANA AVE","5","46507"
"053XX S MONITOR AV","5","46507"
"063XX N ODELL AVE","5","46507"
"033XX W 23 ST","5","46507"
"034XX N PARIS AV","5","46507"
"034XX S LAWNDALE AV","5","46507"
"072XX S HOMAN AV","5","46507"
"0000X W 76 ST","5","46507"
"060XX S OAK PARK AV","5","46507"
"015XX W GLENLAKE AV","5","46507"
"036XX W MCLEAN AV","5","46507"
"037XX E 114TH ST","5","46507"
"089XX S MARSHFIELD","5","46507"
"037XX W 23 ST","5","46507"
"001XX E 101ST ST","5","46507"
"039XX W 25 ST","5","46507"
"060XX N CICERO AV","5","46507"
"001XX E 26 ST","5","46507"
"004XX W 16TH ST","5","46507"
"085XX S KILBOURN AV","5","46507"
"004XX E 91 ST","5","46507"
"018XX W 77 ST","5","46507"
"047XX S TALMAN AV","5","46507"
"009XX W 66 ST","5","46507"
"016XX N KOLMAR AV","5","46507"
"0000X W F7 ST","5","46507"
"036XX N PIONEER AV","5","46507"
"010XX W ERIE ST","5","46507"
"024XX W 34 ST","5","46507"
"089XX S HOYNE AV","5","46507"
"057XX N NINA AV","5","46507"
"006XX W 85TH ST","5","46507"
"015XX W BALMORAL AV","5","46507"
"010XX W 111 PL","5","46507"
"035XX W CARMEN AV","5","46507"
"022XX W BROSS AVE","5","46507"
"052XX S NASHVILLE AV","5","46507"
"071XX W 53RD ST","5","46507"
"057XX W GOODMAN ST","5","46507"
"104XX S SPAULDING AV","5","46507"
"005XX S ALBANY AVE","5","46507"
"003XX W 43RD PL","5","46507"
"114XX S ST LOUIS AV","5","46507"
"043XX W CARMEN AVE","5","46507"
"045XX S KEATING AV","5","46507"
"037XX N NEVA AV","5","46507"
"005XX N MARSHFIELD AV","5","46507"
"026XX W CARMEN AV","5","46507"
"057XX W PETERSON AVE","5","46507"
"003XX E 90 ST","5","46507"
"070XX W 64 PL","5","46507"
"006XX S LARAMIE AV","5","46507"
"069XX S COTTAGE GROVE AV","5","46507"
"025XX W 104TH ST","5","46507"
"058XX S AUSTIN AV","5","46507"
"028XX W COYLE AV","5","46507"
"013XX W JACKSON BL","5","46507"
"033XX E 84TH ST","5","46507"
"052XX W 52ND ST","5","46507"
"060XX N OLYMPIA AV","5","46507"
