"address","_c1","rank"
"069XX W IRVING PARK RD","99","16017"
"107XX S EMERALD AVE","99","16017"
"047XX S WASHTENAW AVE","99","16017"
"004XX W ROSLYN PL","99","16017"
"011XX W 90TH ST","99","16017"
"059XX S COTTAGE GROVE AVE","99","16017"
"052XX S KIMBARK AVE","99","16017"
"023XX W ERIE ST","99","16017"
"045XX S KNOX AVE","99","16017"
"048XX W CHICAGO AV","99","16017"
"003XX S MORGAN ST","99","16017"
"093XX S INDIANA AVE","99","16017"
"091XX S LA SALLE ST","99","16017"
"107XX S AVENUE J","99","16017"
"007XX N CICERO AV","99","16017"
"008XX W 32ND ST","99","16017"
"055XX S KENNETH AVE","99","16017"
"067XX W 64TH PL","99","16017"
"037XX W 69TH ST","99","16017"
"011XX W 15TH ST","99","16017"
"050XX N LARAMIE AVE","99","16017"
"082XX S PULASKI RD","99","16017"
"048XX S KOMENSKY AVE","99","16017"
"006XX E 107TH ST","99","16017"
"024XX W LELAND AVE","99","16017"
"106XX S VERNON AVE","99","16017"
"004XX W 69TH ST","99","16017"
"037XX S UNION AVE","99","16017"
"084XX S ST LAWRENCE AVE","99","16017"
"112XX S EMERALD AVE","99","16017"
"087XX S COMMERCIAL AV","99","16017"
"035XX E 114 ST","99","16017"
"002XX W OAK ST","99","16017"
"008XX E 91ST ST","99","16017"
"040XX S TALMAN AVE","99","16017"
"082XX S YATES BLVD","99","16017"
"012XX W 77TH ST","99","16017"
"060XX N WINTHROP AV","99","16017"
"132XX S BUFFALO AVE","99","16017"
"105XX S WALLACE ST","99","16017"
"032XX W NORTH AV","99","16017"
"026XX N LAVERGNE AVE","99","16017"
"062XX S KEDVALE AVE","99","16017"
"029XX N MELVINA AVE","99","16017"
"002XX W 47 ST","99","16017"
"115XX S BISHOP ST","99","16017"
"018XX E 87TH ST","99","16017"
"062XX S KOMENSKY AVE","99","16017"
"038XX W 61ST PL","99","16017"
"027XX N MOZART ST","99","16017"
"040XX W CORNELIA AVE","99","16017"
"064XX S STONY ISLAND AV","99","16017"
"078XX S SAWYER AVE","99","16017"
"015XX W WARREN BLVD","99","16017"
"048XX N KOSTNER AVE","99","16017"
"082XX S WINCHESTER AVE","99","16017"
"003XX W VAN BUREN ST","99","16017"
"048XX W AINSLIE ST","99","16017"
"034XX N NATCHEZ AVE","99","16017"
"027XX W CATALPA AVE","99","16017"
"092XX S COLFAX AVE","99","16017"
"102XX S PRAIRIE AVE","99","16017"
"080XX S TALMAN AVE","99","16017"
"020XX W 17TH ST","99","16017"
"062XX S DR MARTN LUTHR KING JR DR","99","16017"
"007XX E GRAND AVE","99","16017"
"083XX S HOLLAND RD","99","16017"
"066XX N OLIPHANT AVE","99","16017"
"025XX N MAJOR AVE","99","16017"
"058XX W CORTLAND ST","99","16017"
"049XX W LAKE ST","99","16017"
"006XX E 103RD PL","99","16017"
"037XX W HIRSCH ST","99","16017"
"052XX W LAWRENCE AVE","99","16017"
"007XX W OHARE ST","99","16017"
"066XX S KOSTNER AVE","99","16017"
"036XX W 15TH ST","99","16017"
"006XX W CERMAK RD","99","16017"
"039XX W CHICAGO AV","98","16147"
"003XX S OAKLEY BLVD","98","16147"
"080XX S CLYDE AVE","98","16147"
"070XX S CHAPPEL AV","98","16147"
"025XX N OAK PARK AVE","98","16147"
"029XX N MILDRED AVE","98","16147"
"072XX S MILLARD AVE","98","16147"
"041XX W ROSCOE ST","98","16147"
"009XX E 100TH ST","98","16147"
"020XX W CHICAGO AV","98","16147"
"038XX W 59TH PL","98","16147"
"036XX S CALUMET AVE","98","16147"
"064XX S DR MARTN LUTHR KING JR DR","98","16147"
"031XX N KNOX AVE","98","16147"
"022XX W OGDEN AVE","98","16147"
"075XX S DAMEN AVE","98","16147"
"071XX S SPRINGFIELD AVE","98","16147"
"023XX S MICHIGAN AV","98","16147"
"045XX S WOLCOTT AVE","98","16147"
"023XX E 98TH ST","98","16147"
"022XX W ADDISON ST","98","16147"
"036XX W 68TH ST","98","16147"
"001XX E 37TH ST","98","16147"
"089XX S RIDGELAND AVE","98","16147"
"017XX N FAIRFIELD AVE","98","16147"
"005XX N CLAREMONT AVE","98","16147"
"033XX W PERSHING RD","98","16147"
"012XX W BARRY AVE","98","16147"
"036XX N CENTRAL PARK AVE","98","16147"
"116XX S SANGAMON ST","98","16147"
"055XX N KENMORE AV","98","16147"
"017XX W 82ND ST","98","16147"
"056XX S MICHIGAN AV","98","16147"
"010XX W GRACE ST","98","16147"
"042XX N MOODY AVE","98","16147"
"081XX S TROY ST","98","16147"
"086XX S EMERALD AVE","98","16147"
"066XX N ARTESIAN AVE","98","16147"
"0000X W BURTON PL","98","16147"
"021XX N ST LOUIS AVE","98","16147"
"084XX S BLACKSTONE AVE","98","16147"
"020XX W DICKENS AVE","98","16147"
"018XX N HUDSON AVE","98","16147"
"013XX W LUNT AV","98","16147"
"048XX N SACRAMENTO AVE","98","16147"
"027XX W GREENLEAF AVE","98","16147"
"044XX W 63RD ST","98","16147"
"091XX S DANTE AVE","98","16147"
"057XX W 55TH ST","98","16147"
"035XX S HAMILTON AVE","98","16147"
"025XX N MENARD AVE","98","16147"
"004XX N WOLCOTT AVE","98","16147"
"055XX S NOTTINGHAM AVE","98","16147"
"055XX N MANGO AVE","98","16147"
"028XX W 85TH ST","98","16147"
"011XX W 105TH ST","98","16147"
"037XX W 56TH PL","98","16147"
"038XX W CORNELIA AVE","98","16147"
"064XX N TROY ST","98","16147"
"064XX S LOCKWOOD AVE","98","16147"
"016XX S MILLER ST","98","16147"
"007XX W VAN BUREN ST","98","16147"
"011XX N KILBOURN AVE","98","16147"
"016XX N MONITOR AV","98","16147"
"021XX N ALBANY AVE","98","16147"
"069XX N HIAWATHA AVE","98","16147"
"037XX W MARQUETTE RD","98","16147"
"081XX S YALE AVE","98","16147"
"004XX S LOCKWOOD AVE","98","16147"
"022XX S ASHLAND AVE","98","16147"
"007XX W MAXWELL ST","98","16147"
"024XX W 48TH ST","98","16147"
"044XX S OAKENWALD AVE","98","16147"
"024XX W HIRSCH ST","98","16147"
"005XX S LA SALLE ST","98","16147"
"0000X E 95 ST","98","16147"
"030XX E 97TH ST","98","16147"
"030XX S QUINN ST","98","16147"
"076XX S THROOP ST","98","16147"
"014XX E 59TH ST","98","16147"
"030XX W 40TH PL","98","16147"
"054XX W EDDY ST","98","16147"
"004XX N COLUMBUS DR","98","16147"
"033XX N NEW ENGLAND AVE","98","16147"
"023XX W MELROSE ST","98","16147"
"043XX W MC LEAN AVE","98","16147"
"030XX W EASTWOOD AVE","98","16147"
"088XX S CALUMET AVE","98","16147"
"053XX S OAK PARK AVE","98","16147"
"027XX N MAJOR AVE","98","16147"
"043XX N MARINE DR","98","16147"
"0000X E 119TH PL","98","16147"
"036XX N CHRISTIANA AVE","98","16147"
"057XX N TALMAN AVE","98","16147"
"033XX S DAMEN AVE","98","16147"
"058XX S EMERALD AVE","98","16147"
"021XX W 69TH ST","98","16147"
"008XX W 70TH ST","98","16147"
"048XX S LAWNDALE AVE","98","16147"
"096XX S MICHIGAN AV","98","16147"
"081XX S LAFAYETTE AVE","98","16147"
"007XX S KILDARE AVE","98","16147"
"007XX E 41ST ST","98","16147"
"021XX W 23RD ST","98","16147"
"027XX N LINDER AVE","98","16147"
"125XX S PRINCETON AVE","98","16147"
"047XX S KEDZIE AV","98","16147"
"049XX W WELLINGTON AVE","98","16147"
"051XX W WARWICK AVE","97","16255"
"010XX W SCHOOL ST","97","16255"
"106XX S NORMAL AVE","97","16255"
"016XX E 95 ST","97","16255"
"091XX S BEVERLY AVE","97","16255"
"009XX S WELLS ST","97","16255"
"044XX N KENNETH AVE","97","16255"
"020XX W CHURCHILL ST","97","16255"
"021XX W GRAND AVE","97","16255"
"074XX S OAKLEY AVE","97","16255"
"042XX N CENTRAL AVE","97","16255"
"008XX W 95TH ST","97","16255"
"037XX W 60TH ST","97","16255"
"037XX W 82ND ST","97","16255"
"014XX W GEORGE ST","97","16255"
"034XX W 64TH ST","97","16255"
"060XX N NORTHWEST HWY","97","16255"
"015XX E 86TH ST","97","16255"
"082XX S TROY ST","97","16255"
"081XX S SAWYER AVE","97","16255"
"036XX W IOWA ST","97","16255"
"039XX W 64TH PL","97","16255"
"091XX S MARQUETTE AVE","97","16255"
"003XX E ERIE ST","97","16255"
"035XX N OAK PARK AVE","97","16255"
"111XX S LOOMIS ST","97","16255"
"013XX W CORNELIA AVE","97","16255"
"087XX S ESCANABA AV","97","16255"
"018XX S DAMEN AVE","97","16255"
"002XX W ILLINOIS ST","97","16255"
"038XX S EMERALD AVE","97","16255"
"048XX N CALIFORNIA AVE","97","16255"
"032XX N SPRINGFIELD AV","97","16255"
"075XX S PAULINA ST","97","16255"
"097XX S HARVARD AVE","97","16255"
"020XX N ELSTON AVE","97","16255"
"042XX N HERMITAGE AVE","97","16255"
"031XX N OAKLEY AVE","97","16255"
"0000X W CHECKPOINT 2 ST","97","16255"
"065XX S CICERO AV","97","16255"
"044XX N KASSON AVE","97","16255"
"061XX S KNOX AVE","97","16255"
"114XX S WALLACE ST","97","16255"
"048XX N KILPATRICK AVE","97","16255"
"011XX W PATTERSON AVE","97","16255"
"036XX W 70TH PL","97","16255"
"012XX N PARKSIDE AV","97","16255"
"011XX W ALTGELD ST","97","16255"
"045XX N BERNARD ST","97","16255"
"050XX N RAVENSWOOD AVE","97","16255"
"026XX N MILWAUKEE AV","97","16255"
"031XX N MARMORA AVE","97","16255"
"010XX W 31ST ST","97","16255"
"033XX N LOCKWOOD AVE","97","16255"
"058XX W SCHOOL ST","97","16255"
"099XX S EMERALD AVE","97","16255"
"094XX S STONY ISLAND AVE","97","16255"
"081XX S COTTAGE GROVE","97","16255"
"039XX N TROY ST","97","16255"
"026XX W WINONA ST","97","16255"
"012XX W CORNELIA AVE","97","16255"
"061XX N PULASKI RD","97","16255"
"019XX N NARRAGANSETT AVE","97","16255"
"041XX N MONITOR AVE","97","16255"
"038XX S UNION AVE","97","16255"
"017XX W JACKSON BLVD","97","16255"
"009XX W MARGATE TER","97","16255"
"062XX S MASSASOIT AVE","97","16255"
"026XX W BALMORAL AVE","97","16255"
"045XX N HARDING AVE","97","16255"
"029XX N CALIFORNIA AVE","97","16255"
"047XX S LAVERGNE AVE","97","16255"
"003XX N ELIZABETH ST","97","16255"
"006XX N AVERS AV","97","16255"
"063XX S KEATING AVE","97","16255"
"039XX W 57TH ST","97","16255"
"061XX N ELSTON AVE","97","16255"
"003XX S RIVERSIDE PLZ","97","16255"
"010XX W CORNELIA AVE","97","16255"
"014XX W VICTORIA ST","97","16255"
"003XX E 49TH ST","97","16255"
"090XX S LUELLA AVE","97","16255"
"034XX W 61ST ST","97","16255"
"038XX W FULTON ST","97","16255"
"013XX W GRANVILLE AVE","97","16255"
"055XX S PAYNE DR","97","16255"
"118XX S JUSTINE ST","97","16255"
"021XX N HOYNE AVE","97","16255"
"051XX S AVERS AVE","97","16255"
"040XX W 55TH ST","97","16255"
"101XX S LUELLA AVE","97","16255"
"105XX S VERNON AVE","97","16255"
"019XX N WILMOT AVE","97","16255"
"072XX S LUELLA AVE","97","16255"
"021XX N WHIPPLE ST","97","16255"
"090XX S DOBSON AVE","97","16255"
"025XX W LUNT AVE","97","16255"
"007XX S PLYMOUTH CT","97","16255"
"021XX W FARWELL AVE","97","16255"
"015XX W ARTHUR AVE","97","16255"
"0000X W NORTH BLVD","97","16255"
"058XX N CAMPBELL AVE","97","16255"
"033XX W 61ST ST","97","16255"
"023XX N MILWAUKEE AV","97","16255"
"102XX S VERNON AVE","97","16255"
"051XX N BERNARD ST","97","16255"
"027XX N SACRAMENTO AVE","97","16255"
"115XX S ASHLAND AVE","97","16255"
"133XX S AVENUE M","97","16255"
"062XX S EMERALD DR","97","16255"
"035XX N NATOMA AVE","97","16255"
"031XX N MANGO AVE","97","16255"
"091XX S STEWART AVE","97","16255"
"114XX S EDBROOKE AVE","97","16255"
"008XX W 74TH ST","97","16255"
"044XX W LAKE ST","97","16255"
"070XX S CLYDE AV","97","16255"
"026XX N NEWCASTLE AVE","97","16255"
"053XX S KILBOURN AVE","96","16373"
"023XX W OGDEN AVE","96","16373"
"014XX W FLETCHER ST","96","16373"
"088XX S WINCHESTER AVE","96","16373"
"005XX W RANDOLPH ST","96","16373"
"082XX S WENTWORTH AVE","96","16373"
"025XX N LECLAIRE AVE","96","16373"
"109XX S ARTESIAN AVE","96","16373"
"051XX S MAJOR AVE","96","16373"
"020XX S CALUMET AVE","96","16373"
"089XX S PAXTON AVE","96","16373"
"058XX W 55TH ST","96","16373"
"113XX S PRINCETON AVE","96","16373"
"018XX W ADAMS ST","96","16373"
"0000X W WASHINGTON BV","96","16373"
"009XX N HALSTED ST","96","16373"
"046XX S KARLOV AVE","96","16373"
"051XX S LAMON AVE","96","16373"
"006XX W 35TH ST","96","16373"
"016XX W 115TH ST","96","16373"
"049XX S ARTESIAN AVE","96","16373"
"029XX S PRINCETON AVE","96","16373"
"033XX N NAGLE AVE","96","16373"
"012XX W NEWPORT AVE","96","16373"
"067XX S MERRILL AV","96","16373"
"0000X W HARRISON ST","96","16373"
"101XX S MAY ST","96","16373"
"028XX N TALMAN AVE","96","16373"
"049XX N MARMORA AVE","96","16373"
"034XX N MONTICELLO AVE","96","16373"
"047XX W NORTH AV","96","16373"
"014XX W SCHOOL ST","96","16373"
"004XX E 82ND ST","96","16373"
"025XX N CAMPBELL AVE","96","16373"
"065XX N ROCKWELL ST","96","16373"
"044XX S UNIVERSITY AVE","96","16373"
"055XX S KIMBARK AVE","96","16373"
"062XX S PRAIRIE AVE","96","16373"
"016XX W 85TH ST","96","16373"
"101XX S PROSPECT AVE","96","16373"
"059XX N GLENWOOD AV","96","16373"
"010XX W 88TH ST","96","16373"
"076XX S COLES AV","96","16373"
"032XX N TROY ST","96","16373"
"039XX W 56TH ST","96","16373"
"091XX S EUCLID AVE","96","16373"
"090XX S DREXEL AVE","96","16373"
"0000X S SEELEY AVE","96","16373"
"110XX S HOYNE AVE","96","16373"
"052XX S UNIVERSITY AVE","96","16373"
"039XX W SCHUBERT AVE","96","16373"
"008XX E 77TH ST","96","16373"
"018XX N NAGLE AVE","96","16373"
"027XX W GLENLAKE AVE","96","16373"
"003XX S CICERO AV","96","16373"
"029XX W PETERSON AVE","96","16373"
"038XX N TROY ST","96","16373"
"006XX W 83RD ST","96","16373"
"010XX W 58TH ST","96","16373"
"010XX W BUENA AVE","96","16373"
"133XX S CARONDOLET AVE","96","16373"
"035XX W 24TH ST","96","16373"
"039XX W 65TH ST","96","16373"
"050XX W HUTCHINSON ST","96","16373"
"040XX N LONG AVE","96","16373"
"003XX W 57TH ST","96","16373"
"093XX S PRAIRIE AVE","96","16373"
"073XX S MOZART ST","96","16373"
"037XX W 78TH PL","96","16373"
"033XX W 59TH PL","96","16373"
"023XX E 68TH ST","96","16373"
"109XX S HERMOSA AVE","96","16373"
"033XX N LEAVITT ST","96","16373"
"017XX E 85TH ST","96","16373"
"029XX W 82ND ST","96","16373"
"014XX N NOBLE ST","96","16373"
"013XX W WELLINGTON AVE","96","16373"
"010XX S DESPLAINES ST","96","16373"
"053XX W KINZIE ST","96","16373"
"073XX S LAFLIN ST","96","16373"
"026XX N MONITOR AVE","96","16373"
"085XX S SOUTH CHICAGO AVE","96","16373"
"011XX W 81ST ST","96","16373"
"026XX N KOSTNER AVE","96","16373"
"031XX N DAMEN AVE","96","16373"
"059XX N FAIRFIELD AVE","96","16373"
"035XX S LAKE PARK AV","96","16373"
"044XX S GREENWOOD AV","96","16373"
"045XX N KEYSTONE AVE","96","16373"
"0000X E 74TH ST","96","16373"
"017XX E 83RD ST","96","16373"
"030XX N ROCKWELL ST","96","16373"
"040XX W MAYPOLE AV","96","16373"
"057XX S KENTON AVE","96","16373"
"041XX S LAKE PARK AVE","96","16373"
"018XX N NORMANDY AVE","96","16373"
"008XX S MILLER ST","96","16373"
"047XX W WAVELAND AVE","96","16373"
"047XX W BARRY AVE","96","16373"
"088XX S CORNELL AVE","96","16373"
"016XX W 64TH ST","96","16373"
"0000X S RIVERSIDE PLZ","96","16373"
"037XX N PANAMA AVE","96","16373"
"053XX W SUNNYSIDE AVE","96","16373"
"018XX W 105TH ST","96","16373"
"012XX W 80TH ST","96","16373"
"086XX S CHAMPLAIN AVE","96","16373"
"015XX W PEARSON ST","96","16373"
"091XX S PHILLIPS AVE","96","16373"
"023XX W 24TH PL","96","16373"
"061XX W MELROSE ST","96","16373"
"011XX W POLK ST","96","16373"
"013XX W 13 ST","96","16373"
"015XX S WESTERN AVE","96","16373"
"015XX W 72ND PL","96","16373"
"035XX W 57TH PL","96","16373"
"014XX E 70 ST","96","16373"
"013XX N LAMON AVE","96","16373"
"068XX S DORCHESTER AV","96","16373"
"062XX S STEWART AV","96","16373"
"024XX N MAPLEWOOD AVE","96","16373"
"065XX N GREENVIEW AVE","96","16373"
"050XX W CARMEN AVE","96","16373"
"015XX W ALBION AVE","96","16373"
"040XX W 58TH ST","96","16373"
"003XX W 114TH ST","96","16373"
"083XX S LA SALLE ST","96","16373"
"108XX S SANGAMON ST","96","16373"
"062XX W MELROSE ST","96","16373"
"003XX E 38TH ST","96","16373"
"030XX N LONG AVE","96","16373"
"072XX N PAULINA ST","96","16373"
"017XX W THORNDALE AVE","96","16373"
"042XX W NORTH AV","96","16373"
"037XX N HERMITAGE AVE","96","16373"
"034XX W 18TH ST","96","16373"
"017XX W MONTEREY AVE","95","16509"
"024XX N ARTESIAN AVE","95","16509"
"039XX N SPRINGFIELD AVE","95","16509"
"037XX S MICHIGAN AV","95","16509"
"042XX W 59TH ST","95","16509"
"047XX W PATTERSON AVE","95","16509"
"104XX S GREEN BAY AVE","95","16509"
"009XX S MAYFIELD AVE","95","16509"
"019XX S LEAVITT ST","95","16509"
"039XX N MOZART ST","95","16509"
"048XX N WINCHESTER AVE","95","16509"
"047XX S CAMPBELL AVE","95","16509"
"005XX E GRAND AVE","95","16509"
"067XX S KARLOV AVE","95","16509"
"055XX S SACRAMENTO AVE","95","16509"
"060XX W WARWICK AVE","95","16509"
"046XX S LAFLIN ST","95","16509"
"010XX W 34TH PL","95","16509"
"109XX S EMERALD AVE","95","16509"
"053XX S KOSTNER AVE","95","16509"
"059XX N MAPLEWOOD AVE","95","16509"
"023XX S KENNETH AVE","95","16509"
"058XX N ROCKWELL ST","95","16509"
"097XX S LA SALLE ST","95","16509"
"054XX S DEARBORN ST","95","16509"
"052XX W FOSTER AVE","95","16509"
"047XX W LAWRENCE AVE","95","16509"
"083XX S JEFFERY BLVD","95","16509"
"018XX W ELLEN ST","95","16509"
"032XX S KARLOV AVE","95","16509"
"101XX S AVENUE N","95","16509"
"0000X S LARAMIE AVE","95","16509"
"081XX S WASHTENAW AVE","95","16509"
"021XX N LARRABEE ST","95","16509"
"007XX W 18TH ST","95","16509"
"050XX S WESTERN BLVD","95","16509"
"060XX S KOMENSKY AVE","95","16509"
"005XX W HURON ST","95","16509"
"006XX W 116TH ST","95","16509"
"026XX N TROY ST","95","16509"
"013XX W GEORGE ST","95","16509"
"057XX W SCHOOL ST","95","16509"
"022XX N HOYNE AVE","95","16509"
"028XX W BARRY AVE","95","16509"
"037XX W 66TH ST","95","16509"
"037XX W CORNELIA AVE","95","16509"
"118XX S AVENUE O","95","16509"
"098XX S FOREST AVE","95","16509"
"010XX N MONTICELLO AV","95","16509"
"071XX W DICKENS AVE","95","16509"
"047XX W MC LEAN AVE","95","16509"
"040XX W GLADYS AV","95","16509"
"037XX W 62ND PL","95","16509"
"040XX N HERMITAGE AVE","95","16509"
"098XX S MERRION AVE","95","16509"
"010XX N RICHMOND ST","95","16509"
"041XX N LAWNDALE AVE","95","16509"
"015XX N NORTH PARK AVE","95","16509"
"036XX W 84TH PL","95","16509"
"013XX W ESTES AV","95","16509"
"014XX S PRAIRIE AVE","95","16509"
"023XX W HIRSCH ST","95","16509"
"016XX S MORGAN ST","95","16509"
"033XX W MAYPOLE AV","95","16509"
"071XX S STONY ISLAND AV","95","16509"
"026XX W LELAND AVE","95","16509"
"083XX S VINCENNES AVE","95","16509"
"034XX N OVERHILL AVE","95","16509"
"089XX S EUCLID AVE","95","16509"
"040XX N NARRAGANSETT AVE","95","16509"
"004XX W WEBSTER AVE","95","16509"
"050XX S OAKLEY AVE","95","16509"
"108XX S VERNON AVE","95","16509"
"041XX S ARCHER AV","95","16509"
"008XX W SUNNYSIDE AV","95","16509"
"054XX W GRACE ST","95","16509"
"107XX S VINCENNES AVE","95","16509"
"105XX S COTTAGE GROVE AVE","95","16509"
"023XX N LONG AVE","95","16509"
"066XX S KOMENSKY AVE","95","16509"
"036XX W HIRSCH ST","95","16509"
"048XX W WAVELAND AVE","95","16509"
"030XX W 23RD ST","95","16509"
"035XX W 66TH ST","95","16509"
"033XX N PAULINA ST","95","16509"
"053XX N NORTHWEST HWY","95","16509"
"035XX N CLAREMONT AVE","95","16509"
"006XX E 73RD ST","95","16509"
"017XX N NORTH PARK AVE","95","16509"
"028XX E 84TH ST","95","16509"
"008XX E 64TH PL","95","16509"
"0000X W 24 ST","95","16509"
"051XX S TRIPP AVE","95","16509"
"036XX W 56TH PL","95","16509"
"034XX W MEDILL AVE","95","16509"
"012XX N ORLEANS ST","95","16509"
"035XX N ELSTON AV","95","16509"
"034XX W 63RD PL","95","16509"
"065XX S KOMENSKY AVE","95","16509"
"045XX S KEDVALE AVE","95","16509"
"055XX S INDIANA AV","95","16509"
"063XX S KOLIN AVE","95","16509"
"010XX N WASHTENAW AVE","95","16509"
"027XX N FRANCISCO AVE","95","16509"
"039XX N FRANCISCO AVE","95","16509"
"033XX N NARRAGANSETT AVE","95","16509"
"046XX N LOWELL AVE","95","16509"
"006XX W 44TH ST","95","16509"
"059XX S HARLEM AVE","95","16509"
"054XX N ELSTON AVE","95","16509"
"053XX N LUNA AVE","95","16509"
"015XX W NELSON ST","95","16509"
"052XX N EAST RIVER RD","95","16509"
"050XX S LA CROSSE AVE","95","16509"
"019XX N NATOMA AVE","95","16509"
"056XX W DAKIN ST","95","16509"
"034XX N BELL AVE","95","16509"
"053XX W LELAND AVE","95","16509"
"053XX S WESTERN BLVD","95","16509"
"032XX W ARGYLE ST","95","16509"
"091XX S PAULINA ST","95","16509"
"081XX S MARYLAND AV","95","16509"
"097XX S PEORIA ST","95","16509"
"087XX S KENWOOD AVE","95","16509"
"036XX W 69TH PL","95","16509"
"012XX W 47TH ST","95","16509"
"005XX W 56TH ST","95","16509"
"028XX N KEATING AVE","95","16509"
"015XX W THORNDALE AVE","95","16509"
"032XX N HOYNE AVE","94","16638"
"063XX S VERNON AV","94","16638"
"011XX W MONTANA ST","94","16638"
"035XX W FULTON ST","94","16638"
"030XX N CLIFTON AVE","94","16638"
"051XX W AINSLIE ST","94","16638"
"009XX E 52ND ST","94","16638"
"036XX W JACKSON BLVD","94","16638"
"099XX S LUELLA AVE","94","16638"
"040XX N MEADE AVE","94","16638"
"037XX W GIDDINGS ST","94","16638"
"061XX S STEWART AVE","94","16638"
"001XX E 122ND ST","94","16638"
"091XX S MERRILL AVE","94","16638"
"051XX S RIDGEWAY AVE","94","16638"
"081XX S ALBANY AVE","94","16638"
"006XX W 47TH ST","94","16638"
"078XX S CICERO AVE","94","16638"
"014XX W 50TH ST","94","16638"
"015XX E 53 ST","94","16638"
"051XX S LAWNDALE AVE","94","16638"
"043XX N LINDER AVE","94","16638"
"032XX S HOYNE AVE","94","16638"
"032XX N NEENAH AVE","94","16638"
"026XX N EMMETT ST","94","16638"
"121XX S FRONT AVE","94","16638"
"051XX S LINDER AVE","94","16638"
"006XX W 48TH PL","94","16638"
"004XX E 74TH ST","94","16638"
"039XX W 66TH ST","94","16638"
"040XX W WAVELAND AVE","94","16638"
"062XX W NEWPORT AVE","94","16638"
"048XX S LAPORTE AVE","94","16638"
